Title,Authors,Subjects,Bookshelves,Read online (web)
All about Battersea,"Simmonds, Henry S.","Battersea (London, England) ; DA",Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/55045.html.images
Lady Jane,"Jamison, C. V. (Cecilia Viets)",Girls -- Juvenile fiction ; Orphans -- Juvenile fiction ; Kindness -- Juvenile fiction ; Children and death -- Juvenile fiction ; New Orleans (La.) -- Juvenile fiction ; PZ ; Inheritance and succession -- Juvenile fiction ; Pets -- Juvenile fiction ; Parent and child -- Juvenile fiction ; Louisiana -- Juvenile fiction ; Theft -- Juvenile fiction ; Friendship -- Juvenile fiction,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/71709.html.images
The quest for Santa Claus,"Atkinson, Frank",England -- Drama ; PN ; Christmas plays,Browsing: Humour; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction,https://www.gutenberg.org/ebooks/68843.html.images
Jumalallista ja inhimillistä eli vielä kolme kuolemaa,"Tolstoy, Leo, graf","Short stories, Russian -- Translations into Finnish ; Russian fiction -- Translations into Finnish ; PG",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/53201.html.images
Life of Thomas à Becket,"Milman, Henry Hart","Thomas, à Becket, Saint, 1118?-1170 ; DA",Browsing: History - European; Browsing: History - Religious,https://www.gutenberg.org/ebooks/41811.html.images
In a Green Shade: A Country Commentary,"Hewlett, Maurice",English essays ; PR,Browsing: Culture/Civilization/Society; Browsing: Literature,https://www.gutenberg.org/ebooks/15495.html.images
"Golden Stories
A Selection of the Best Fiction by the Foremost Writers",Various,PN ; Short stories,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/19356.html.images
Dear Enemy,"Webster, Jean",Orphans -- Fiction ; PS ; PZ,"Bestsellers, American, 1895-1923; Browsing: Literature; Browsing: Fiction",https://www.gutenberg.org/ebooks/238.html.images
A Turkish Woman's European Impressions,"Zeyneb, hanoum",DR ; Turkey -- Social life and customs ; D ; Europe -- Social life and customs ; Women -- Turkey,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/50540.html.images
Secrets of the Andes,"Foster, James H.",Adventure stories ; Andes -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction,https://www.gutenberg.org/ebooks/43268.html.images
"""Vaikka kokee, eipä hylkää herra""
Tosikuvaus erään kansanlapsen elämäntaistelusta","Wesala, Kaarlo",Fiction ; PH,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/36920.html.images
"Pemrose Lorry, Camp Fire Girl","Hornibrook, Isabel",Science fiction ; Camp Fire Girls -- Juvenile fiction ; Aeronautics -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/31748.html.images
A Treatise on Good Works,"Luther, Martin",Good works (Theology) ; Lutheran Church -- Doctrines ; BR,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/418.html.images
"Scientific  American, Volume XLIII., No. 25, December 18, 1880
A Weekly Journal of Practical Information, Art, Science,
Mechanics, Chemistry, and Manufactures.",Various,Science -- Periodicals ; Technology -- Periodicals ; T,Scientific American; Browsing: Computers & Technology; Browsing: Engineering & Construction; Browsing: Science - General,https://www.gutenberg.org/ebooks/21081.html.images
Royal fruit gelatin suggestions,Royal Baking Powder Company,TX ; Cooking (Gelatin) ; Desserts ; Gelatin ; Salads ; Molded dishes (Cooking),Browsing: Cooking & Drinking,https://www.gutenberg.org/ebooks/71670.html.images
L'ingénieux hidalgo Don Quichotte de la Manche - Tome II,"Cervantes Saavedra, Miguel de",Romances ; PQ ; Spain -- Social life and customs -- 16th century -- Fiction ; Picaresque literature ; Knights and knighthood -- Spain -- Fiction,Best Books Ever Listings; FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/16067.html.images
"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Volume 03: Military Career","Casanova, Giacomo","Europe -- History -- 18th century -- Biography ; Casanova, Giacomo, 1725-1798 ; D",Browsing: Biographies; Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/2953.html.images
"Bell's Cathedrals: A Short Account of Romsey Abbey
A Description of the Fabric and Notes on the History of the Convent of SS. Mary & Ethelfleda","Perkins, Thomas, Rev.",Romsey Abbey ; NA,United Kingdom; Browsing: Architecture; Browsing: History - British,https://www.gutenberg.org/ebooks/22880.html.images
Des Waldbauern Friedel,"Lenk, Margarete","Salzburgers -- Emigration, 1731-1735 -- Juvenile fiction ; Children's stories, German ; Christian life -- Juvenile fiction ; PZ",Browsing: Children & Young Adult Reading; Browsing: Literature,https://www.gutenberg.org/ebooks/67210.html.images
Old Shag,"Farnham, Bob",Short stories ; Railroads -- Employees -- Fiction ; Science fiction ; Time travel -- Fiction ; PS ; Railroad stories,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/60787.html.images
In Friendship's Guise,"Graydon, William Murray",Art thefts -- Fiction ; Detective and mystery stories ; PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/15965.html.images
La Nonne Alferez,"Erauso, Catalina de","Spain -- Biography ; CT ; Latin America -- Biography ; Erauso, Catalina de, approximately 1592-",FR Nouveautés; FR Littérature; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: History - General,https://www.gutenberg.org/ebooks/62216.html.images
Le mystère de la chambre jaune,"Leroux, Gaston","Detective and mystery stories ; PQ ; Rouletabille, Joseph (Fictitious character) -- Fiction",Detective Fiction; FR Littérature; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/13765.html.images
The Auxilia of the Roman Imperial Army,"Cheesman, George Leonard",Rome -- Colonies ; Rome -- Army ; DG ; U,Browsing: History - European; Browsing: History - General,https://www.gutenberg.org/ebooks/51769.html.images
The Boy Hunters,"Reid, Mayne",Indians of North America -- Juvenile fiction ; West (U.S.) -- Juvenile fiction ; Animals -- Juvenile fiction ; PZ ; Hunting -- Juvenile fiction ; Natural history -- Juvenile fiction ; Adventure and adventurers -- Juvenile fiction,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals; Browsing: Fiction,https://www.gutenberg.org/ebooks/21236.html.images
Sketches in Duneland,"Reed, Earl H. (Earl Howell)","F516 ; Sand dunes ; Michigan, Lake",Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/59013.html.images
"The Magic Pudding
Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle & Sam Sawnoff","Lindsay, Norman",Australia -- Juvenile fiction ; Puddings -- Juvenile fiction ; Humorous stories ; Animals -- Juvenile fiction ; PZ ; Fantasy literature,Browsing: Children & Young Adult Reading; Browsing: Humour; Browsing: Fiction,https://www.gutenberg.org/ebooks/4910.html.images
A Daughter of the Forest,"Raymond, Evelyn",Mystery fiction ; Maine -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Crime/Mystery; Browsing: Fiction,https://www.gutenberg.org/ebooks/31655.html.images
Etwas von den Wurzelkindern,"Olfers, Sibylle",Nature -- Juvenile fiction ; Spring -- Juvenile fiction ; Picture books for children ; PZ,Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals,https://www.gutenberg.org/ebooks/57412.html.images
Dombey ja Poika 2,"Dickens, Charles",Businesspeople -- Fiction ; Fathers and daughters -- Fiction ; Family-owned business enterprises -- Fiction ; England -- Fiction ; Dysfunctional families -- Fiction ; PR ; Domestic fiction,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/74267.html.images
"Campfire Girls' Outing; Or, Ethel Hollister's Second Summer in Camp","Francis, Stella M.",Women -- Social life and customs -- Juvenile fiction ; Character -- Juvenile fiction ; PZ ; Camp Fire Girls -- Juvenile fiction ; Bildungsromans,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/58432.html.images
Argelaga florida,"Roig i Raventós, Josep",Fiction ; PQ ; Short stories,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/18737.html.images
An Appeal to the People in Behalf of Their Rights as Authorized Interpreters of the Bible,"Beecher, Catharine Esther","Bible -- Criticism, interpretation, etc. ; Grace (Theology) ; BL ; Predestination ; Religion -- Philosophy ; BR",Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/56354.html.images
"The Adventures of Gil Blas of Santillane, Volume 2 (of 3)","Le Sage, Alain René","Blas, Gil (Fictitious character) -- Fiction ; PQ ; Adventure and adventurers -- Fiction",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/66678.html.images
Under the Skylights,"Fuller, Henry Blake",PS ; United States -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/8196.html.images
"Ancient Egyptian, Assyrian, and Persian costumes and decorations","Houston, Mary G. (Mary Galway) ; Hornblower, Florence S.",Clothing and dress -- Egypt ; Clothing and dress -- Assyria ; Clothing and dress -- Iran ; GT,Browsing: Culture/Civilization/Society; Browsing: Fashion & Costume,https://www.gutenberg.org/ebooks/54280.html.images
"The Long Run
1916","Wharton, Edith",Man-woman relationships -- Fiction ; PS ; United States -- Social life and customs -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/24133.html.images
Battery D First Rhode Island Light Artillery in the Civil War,"Sumner, George C.","United States -- History -- Civil War, 1861-1865 -- Regimental histories ; E456 ; United States. Army. Rhode Island Artillery Regiment, 1st (1861-1865). Battery D",Browsing: History - American; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/58833.html.images
Bashfulness Cured: Ease and Elegance of Manner Quickly Gained,Anonymous,Bashfulness ; BF,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/43755.html.images
Eine vornehme Frau,"Heiberg, Hermann",PT ; Prussia (Germany) -- Fiction,DE Prosa; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/12113.html.images
Washington's Road (Nemacolin's path) the First Chapter of the Old French War,"Hulbert, Archer Butler","Washington, George, 1732-1799 -- Military leadership ; E151 ; United States -- History -- French and Indian War, 1754-1763",Browsing: History - American,https://www.gutenberg.org/ebooks/40932.html.images
Dawson Black: Retail Merchant,"Whitehead, Harold",Retail trade -- Fiction ; Business -- Fiction ; PS,Browsing: Business/Management; Browsing: Fiction,https://www.gutenberg.org/ebooks/36302.html.images
De Wedergeboorte van Nederland,"Tellegen, B. D. H. (Bernard Dominicus Hubertus)",Belgium -- History -- 1794-1814 ; Netherlands -- History -- 19th century ; Belgium -- History -- 1814-1830 ; DH,Browsing: History - European,https://www.gutenberg.org/ebooks/33640.html.images
"Old Picture Books, With Other Essays on Bookish Subjects","Pollard, Alfred W. (Alfred William)",Z ; Illustrated books ; Bibliography,Browsing: Culture/Civilization/Society; Browsing: Encyclopedias/Dictionaries/Reference,https://www.gutenberg.org/ebooks/43518.html.images
"The works of Richard Hurd, volume 6 (of 8)","Hurd, Richard","Dialogues, English ; Great Britain -- Civilization -- 17th century ; Church of England -- Sermons ; Poetry -- History and criticism ; Romances -- History and criticism ; PR",Browsing: History - British; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/54541.html.images
Soidinsaari,"Eronen, Simo",PH ; DK ; Koitere (Finland : Lake),Browsing: Nature/Gardening/Animals; Browsing: Fiction,https://www.gutenberg.org/ebooks/74712.html.images
Tales from the German.  Volume I.,"Velde, C. F. van der (Carl Franz)",German fiction -- Translations into English ; PT,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/32478.html.images
The Railroad Problem,"Hungerford, Edward",Railroads -- United States ; Railroads -- United States -- Employees ; HE,Browsing: Economics; Browsing: History - American; Browsing: Sociology,https://www.gutenberg.org/ebooks/40125.html.images
The Roman Pronunciation of Latin: Why We Use It and How to Use It,"Lord, Frances E. (Frances Ellen)",Latin language -- Pronunciation ; PA,Browsing: Language & Communication; Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/7528.html.images
The Valley of the Kings,"Pickthall, Marmaduke William",Missionaries -- Fiction ; Middle East -- Fiction ; PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/24744.html.images
Petrarch's Letters to Classical Authors,"Petrarca, Francesco","PQ ; Poets, Latin -- Correspondence ; Petrarca, Francesco, 1304-1374 -- Correspondence",Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/47859.html.images
Lettres de voyage (1892-1913),"Kipling, Rudyard",Voyages and travels ; PR,Browsing: Literature; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/72244.html.images
Nostromo: A Tale of the Seaboard,"Conrad, Joseph",Sailors -- Fiction ; Latin America -- Fiction ; Political fiction ; Sea stories ; Revolutions -- Fiction ; PR,Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/2021.html.images
Edmund Dulac's Fairy-Book: Fairy Tales of the Allied Nations,"Dulac, Edmund",Fairy tales ; PZ,Browsing: Children & Young Adult Reading; Browsing: Literature,https://www.gutenberg.org/ebooks/25513.html.images
Der Erbe: Roman. Zweiter Band.,"Gerstäcker, Friedrich",PT ; German fiction -- 19th century,Browsing: History - General; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/46504.html.images
"Harper's Young People, July 6, 1880
An Illustrated Weekly",Various,"Children's periodicals, American ; AP",Harper's Young People; Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference,https://www.gutenberg.org/ebooks/29026.html.images
The Dope on Mars,"Sharkey, Jack",Space flight -- Fiction ; Short stories ; Mars (Planet) -- Fiction ; Science fiction ; PS,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/26843.html.images
Mr. Prohack,"Bennett, Arnold",London (England) -- Fiction ; Humorous stories ; PR ; Wealth -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction,https://www.gutenberg.org/ebooks/12773.html.images
"Health, Happiness, and Longevity
Health without medicine: happiness without money: the result, longevity","McCarty, Louis Philippe",Hygiene ; RA,Browsing: Health & Medicine; Browsing: Nutrition,https://www.gutenberg.org/ebooks/39219.html.images
Beauvoir: Jefferson Davis Shrine,United Daughters of the Confederacy. Mississippi Division,"E456 ; F296 ; Beauvoir (Biloxi, Miss.) ; Davis, Jefferson, 1808-1889 -- Homes and haunts -- Mississippi -- Biloxi",Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/60856.html.images
"The New Teaching of History
With a reply to some recent criticisms of The Outline of History","Wells, H. G. (Herbert George)","D ; Wells, H. G. (Herbert George), 1866-1946. Outline of history ; History -- Study and teaching",Browsing: History - General; Browsing: Teaching & Education,https://www.gutenberg.org/ebooks/59650.html.images
Patrol,"Hamling, William L.",Science fiction ; PS ; Short stories,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/65925.html.images
"The Curry Cook's Assistant
Or, Curries, How to Make Them in England in Their Original Style","Santiagoe, Daniel",Cooking (Curry) ; TX,Cookbooks and Cooking; Browsing: Cooking & Drinking,https://www.gutenberg.org/ebooks/34107.html.images
The Magic of Oz,"Baum, L. Frank (Lyman Frank)","Gale, Dorothy (Fictitious character) -- Juvenile fiction ; Wizard of Oz (Fictitious character) -- Juvenile fiction ; Cowardly Lion (Fictitious character) -- Juvenile fiction ; Kings and rulers -- Juvenile fiction ; Islands -- Juvenile fiction ; Courage -- Juvenile fiction ; Birthdays -- Juvenile fiction ; Oz (Imaginary place) -- Juvenile fiction ; PZ ; Princess Ozma (Fictitious character) -- Juvenile fiction ; Magic -- Juvenile fiction ; Princesses -- Juvenile fiction ; Rescues -- Juvenile fiction ; Revenge -- Juvenile fiction ; Friendship -- Juvenile fiction ; Animals, Mythical -- Juvenile fiction ; Fantasy literature ; Cats -- Juvenile fiction",Children's Literature; Fantasy; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/419.html.images
"The Autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G.C.B.","Smith, Harry George Wakelyn, Sir","Smith, Harry George Wakelyn, Sir, 1788-1860 ; Washington (D.C.) -- History -- Capture by the British, 1814 ; Generals -- Great Britain -- Biography ; DA",Browsing: Biographies; Browsing: History - British; Browsing: History - General; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/57094.html.images
"Little Masterpieces of American Wit and Humor, Volume II",,American wit and humor ; PN,Browsing: Humour; Browsing: Literature,https://www.gutenberg.org/ebooks/47929.html.images
Jumalainen näytelmä: Paratiisi,Dante Alighieri,PQ ; Poetry,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/12547.html.images
Creation or Evolution? A Philosophical Inquiry,"Curtis, George Ticknor",Evolution ; B ; Creation,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal; Browsing: Science - Genetics/Biology/Evolution,https://www.gutenberg.org/ebooks/50086.html.images
Pflanzenleben in Feld und Garten,"Buckley, Arabella B. (Arabella Burton)",Plants -- Juvenile literature ; QK ; Nature study -- Juvenile literature,Browsing: Children & Young Adult Reading; Browsing: Nature/Gardening/Animals; Browsing: Science - General,https://www.gutenberg.org/ebooks/69524.html.images
Œuvres complètes de Guy de Maupassant - volume 10,"Maupassant, Guy de",PQ ; French literature -- 19th century,FR Littérature; FR Nouvelles; Browsing: History - European; Browsing: Literature,https://www.gutenberg.org/ebooks/55167.html.images
The Headswoman,"Grahame, Kenneth",Satire ; Sex role -- Fiction ; PR ; Executions and executioners -- Fiction,Browsing: Humour; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/34243.html.images
"Lafayette in America in 1824 and 1825, Vol. 2 (of 2)
Or, Journal of a Voyage to the United States","Levasseur, Auguste","United States -- History -- Revolution, 1775-1783 -- Anniversaries, etc. ; United States -- Description and travel ; Levasseur, Auguste, 1795-1878 -- Travel -- United States ; E201 ; United States -- Relations -- France ; United States -- Social life and customs -- 19th century ; France -- Relations -- United States ; Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834 -- Travel -- United States ; Levasseur, Auguste, 1795-1878 -- Diaries ; Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834 -- Friends and associates",Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/61778.html.images
"The Influence of Sea Power upon the French Revolution and Empire 1793-1812, vol 2","Mahan, A. T. (Alfred Thayer)","France -- History -- Revolution, 1789-1799 ; France -- History -- Consulate and First Empire, 1799-1815 ; France -- History, Naval ; Sea-power ; DC",Browsing: History - European; Browsing: History - Warfare,https://www.gutenberg.org/ebooks/52589.html.images
Nomads of the North: A Story of Romance and Adventure under the Open Stars,"Curwood, James Oliver",Dogs -- Fiction ; Bears -- Fiction ; Adventure stories ; PS ; Friendship -- Fiction,Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/4704.html.images
The Black Star Passes,"Campbell, John W., Jr. (John Wood)",Science fiction ; PS ; Extraterrestrial beings -- Fiction,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,https://www.gutenberg.org/ebooks/20707.html.images
Studies in Song,"Swinburne, Algernon Charles",Poetry ; PR,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/16973.html.images
Tine,"Bang, Herman","PT ; War stories ; Schleswig-Holstein War, 1864 -- Fiction",Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/75022.html.images
"Life of Mozart, Vol. 1 (of 3)","Jahn, Otto","ML ; Mozart, Wolfgang Amadeus, 1756-1791",Browsing: Biographies; Browsing: Music,https://www.gutenberg.org/ebooks/43411.html.images
1931: A Glance at the Twentieth Century,"Hartshorne, Henry",Twentieth century -- Forecasts ; Prophecies ; Utopias ; HX,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Philosophy & Ethics; Browsing: Science - General,https://www.gutenberg.org/ebooks/31171.html.images
Essais de Montaigne (self-édition) - Volume I,"Montaigne, Michel de",PQ ; French essays,"FR Philosophie, Religion et Morale; Browsing: Literature; Browsing: Philosophy & Ethics",https://www.gutenberg.org/ebooks/48529.html.images
"Where Duty Called; or, In Honor Bound","Browne, George Waldo",Adventure stories ; Young men -- Juvenile fiction ; Venezuela -- Juvenile fiction ; PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction,https://www.gutenberg.org/ebooks/34792.html.images
"The Divine Comedy by Dante, Illustrated, Paradise, Volume 3",Dante Alighieri,"PQ ; Italian poetry -- To 1400 -- Translations into English ; Epic poetry, Italian -- Translations into English",Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/8798.html.images
The Sword of the King,"MacDonald, Ronald","Great Britain -- History -- Restoration, 1660-1688 -- Fiction ; PR",Browsing: History - British; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/59873.html.images
The Enchanted Castle,"Nesbit, E. (Edith)","Great Britain -- History -- Edward VII, 1901-1910 -- Juvenile fiction ; Siblings -- Juvenile fiction ; Friendship -- Juvenile fiction ; PZ ; Magic -- Juvenile fiction ; Rings -- Juvenile fiction ; Wishes -- Juvenile fiction ; Fantasy fiction, English ; Castles -- Juvenile fiction",Children's Literature; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/3536.html.images
"The Exploits and Triumphs, in Europe, of Paul Morphy, the Chess Champion","Edge, Frederick Milnes","GV ; Chess ; Morphy, Paul Charles, 1837-1884",Browsing: Other,https://www.gutenberg.org/ebooks/34180.html.images
The Green God,"Kummer, Frederic Arnold",Fiction ; Detective and mystery stories ; PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/33019.html.images
"Punch, or the London Charivari, Volume 99, December 6, 1890",Various,AP ; English wit and humor -- Periodicals,Punch; Browsing: Humour; Browsing: Literature,https://www.gutenberg.org/ebooks/12739.html.images
American World Policies,"Weyl, Walter E. (Walter Edward)","JX ; United States -- Economic policy -- To 1933 ; United States -- Foreign relations -- 1913-1921 ; Imperialism ; World War, 1914-1918 ; World politics",Browsing: History - American; Browsing: History - General; Browsing: Politics,https://www.gutenberg.org/ebooks/33153.html.images
"De l'Amour
Édition revue et corrigée et précédée d'une étude sur les oeuvres de Stendhal par Sainte-Beuve",Stendhal,PQ ; Love ; HQ,"FR Philosophie, Religion et Morale; Browsing: Gender & Sexuality Studies; Browsing: Philosophy & Ethics",https://www.gutenberg.org/ebooks/60882.html.images
"Narrative of the March of Co. A, Engineers from Fort Leavenworth, Kansas, to Fort Bridger, Utah, and Return, May 6 to October 3, 1858","Seville, William P.",F590.3 ; United States. Army. Corps of Engineers,Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/33177.html.images
"Rikos ja rangaistus
Kuusiosainen romaani ynnä epilogi","Dostoyevsky, Fyodor",Crime -- Psychological aspects -- Fiction ; PG ; Psychological fiction ; Murder -- Fiction ; Saint Petersburg (Russia) -- Fiction ; Detective and mystery stories,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Psychiatry/Psychology; Browsing: Fiction,https://www.gutenberg.org/ebooks/45263.html.images
"Brood of the Dark Moon
(A Sequel to ""Dark Moon"")","Diffin, Charles Willard",Science fiction ; PS,Science Fiction; Astounding Stories; Browsing: Literature; Browsing: Science-Fiction & Fantasy,https://www.gutenberg.org/ebooks/32398.html.images
"The Poems of Madison Cawein, Volume 4 (of 5)
Poems of mystery and of myth and romance","Cawein, Madison Julius",PS ; American poetry,Browsing: Literature; Browsing: Poetry,https://www.gutenberg.org/ebooks/56326.html.images
The Pilgrim fathers of New England,"Martyn, W. Carlos (William Carlos)","Massachusetts -- History -- Colonial period, ca. 1600-1775 ; Pilgrims (New Plymouth Colony) ; F001",Browsing: History - American; Browsing: History - General,https://www.gutenberg.org/ebooks/72018.html.images
The Dynamiter,"Stevenson, Robert Louis ; Stevenson, Fanny Van de Grift",Short stories ; Fiction ; Mystery fiction ; Adventure stories ; PR,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/647.html.images
Hannele: 2-näytöksinen unirunoelma,"Hauptmann, Gerhart",PT ; German drama -- Translations into Finnish,Browsing: Literature,https://www.gutenberg.org/ebooks/64995.html.images
The Massarenes,Ouida,Aristocracy (Social class) -- England -- Fiction ; Rich people -- Fiction ; England -- Social conditions -- 19th century -- Fiction ; PR,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/69446.html.images
Self Knowledge and Guide to Sex Instruction: Vital Facts of Life for All Ages,"Shannon, Thomas W. (Thomas Washington)",Sexual health ; Sex ; HQ,Browsing: Health & Medicine; Browsing: Sexuality & Erotica; Browsing: Sociology,https://www.gutenberg.org/ebooks/47947.html.images
"The Coming Night
A Sermon Preached in Cromer Church, on Friday, June 12, 1857, on occasion of the death of Anna Gurney","Hoare, Edward","Gurney, Anna, 1795-1857 -- Death and burial -- Sermons ; BV ; Funeral sermons ; Sermons, English -- 19th century",Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal,https://www.gutenberg.org/ebooks/52034.html.images
NorthWestNet User Services Internet Resource Guide (NUSIRG),"Kochmer, Jonathan",Internet ; TK,Browsing: Computers & Technology,
Sense and Sensibility,"Austen, Jane",Regency fiction ; Love stories ; Sisters -- Fiction ; Young women -- Fiction ; Social classes -- Fiction ; England -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; Gentry -- England -- Fiction ; Inheritance and succession -- Fiction ; Mate selection -- Fiction ; PR ; Domestic fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,
With Force and Arms: A Tale of Love and Salem Witchcraft,"Garis, Howard Roger","Trials (Witchcraft) -- Fiction ; Witches -- Fiction ; Salem (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction ; PS ; Historical fiction",Browsing: History - American; Browsing: Literature; Browsing: Fiction,https://www.gutenberg.org/ebooks/54371.html.images
A manual of face brick construction,American Face Brick Association,"Bricklaying ; NA ; Brick houses ; Architecture, Domestic -- Designs and plans",Browsing: Architecture; Browsing: Engineering & Construction,https://www.gutenberg.org/ebooks/69285.html.images
Voyager's Tales,"Hakluyt, Richard",G ; Voyages and travels ; Discoveries in geography -- English,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography,https://www.gutenberg.org/ebooks/3752.html.images
